t,res_kind,mkind,ref_b_x,ref_b_y,ref_b_yaw,contra_b,raw_x,raw_y,raw_yaw,chosen_x,chosen_y,chosen_yaw,ref_a_x,ref_a_y,ref_a_yaw,contra_a,resid_to_ref,reloc_x,reloc_y,reloc_yaw,prior_x,prior_y,prior_yaw,resid_m
1787538327.535,full,hold,-1.5859,-0.6664,0.3622,0,-2.5169,2.2791,-1.5696,-2.5169,2.2791,-1.5696,-1.5859,-0.6664,0.3622,1,3.0891,,,,-1.1427,-0.2241,0.0930,0.0119
1787538327.634,full,ok,-1.5859,-0.6664,0.3622,1,1.4118,0.3598,-3.0962,-1.4118,-0.3598,0.0454,-1.5859,-0.6664,0.3622,0,0.3525,,,,-1.1429,-0.2242,0.0932,0.7504
1787538327.773,single,ok,-1.5859,-0.6664,0.3622,0,-0.9040,-0.8076,0.0570,-0.9040,-0.8076,0.0570,-1.2450,-0.7370,0.2096,0,0.6963,,,,-1.3153,-0.3156,0.0570,-1.0000
1787538327.922,full,ok,-1.2450,-0.7370,0.2096,0,-1.4822,-0.3122,-0.0193,-1.4822,-0.3122,-0.0193,-1.2450,-0.7370,0.2096,0,0.4866,,,,-1.3866,-0.4285,0.0435,0.6880
1787538328.028,single,ok,-1.2450,-0.7370,0.2096,0,-0.7689,-0.4249,-0.0146,-0.7689,-0.4249,-0.0146,-1.0069,-0.5809,0.0975,0,0.5692,,,,-1.4623,-0.3294,-0.0146,-1.0000
1787538328.170,full,ok,-1.0069,-0.5809,0.0975,0,1.7697,0.7828,-2.9164,-1.7697,-0.7828,0.2252,-1.3883,-0.6818,0.1613,0,0.7890,,,,-1.4090,-0.2775,-0.0215,0.2137
1787538328.345,full,ok,-1.3883,-0.6818,0.1613,0,1.7697,0.7828,-2.9164,-1.7697,-0.7828,0.2252,-1.5790,-0.7323,0.1933,0,0.3945,,,,-1.5572,-0.5691,0.2768,0.2137
1787538328.439,full,ok,-1.5790,-0.7323,0.1933,0,-1.7392,-0.8295,0.2536,-1.7392,-0.8295,0.2536,-1.5790,-0.7323,0.1933,0,0.1873,,,,-1.6578,-0.6732,0.2515,0.3030
1787538328.599,full,ok,-1.5790,-0.7323,0.1933,0,-1.7697,-0.7828,0.2252,-1.7697,-0.7828,0.2252,-1.6744,-0.7575,0.2092,0,0.1973,,,,-1.6804,-0.7598,0.2387,0.2137
1787538328.819,full,ok,-1.6744,-0.7575,0.2092,0,0.6589,1.9619,-2.0835,-0.6589,-1.9619,1.0581,-1.1666,-1.3597,0.6337,0,1.5753,,,,-1.7312,-0.7631,0.2232,0.2672
1787538328.992,full,ok,-1.1666,-1.3597,0.6337,0,-0.8920,-2.2029,1.1283,-0.8920,-2.2029,1.1283,-1.1666,-1.3597,0.6337,0,0.8868,,,,-0.7741,-1.8590,1.0891,0.9522
1787538329.088,full,ok,-1.1666,-1.3597,0.6337,0,1.4118,0.3598,-3.0962,-1.4118,-0.3598,0.0454,-1.1666,-1.3597,0.6337,0,1.0295,,,,-0.7667,-1.8587,1.1037,0.7504
1787538329.253,single,hold,-1.1666,-1.3597,0.6337,0,-9.9005,4.7036,0.0550,-9.9005,4.7036,0.0550,-1.1666,-1.3597,0.6337,1,10.6322,,,,-1.1448,-0.3562,0.0550,-1.0000
1787538329.332,full,ok,-1.1666,-1.3597,0.6337,1,1.4118,0.3598,-3.0962,-1.4118,-0.3598,0.0454,-1.1666,-1.3597,0.6337,0,1.0295,,,,-1.1413,-0.3537,0.0453,0.7504
1787538329.496,single,ok,-1.1666,-1.3597,0.6337,0,-0.8950,-0.7790,0.0517,-0.8950,-0.7790,0.0517,-1.0308,-1.0693,0.3427,0,0.6411,,,,-1.3056,-0.3288,0.0517,-1.0000
1787538329.624,full,ok,-1.0308,-1.0693,0.3427,0,1.5266,0.2629,3.1154,-1.5266,-0.2629,-0.0262,-1.0308,-1.0693,0.3427,0,0.9466,,,,-1.3648,-0.4356,0.0381,0.7827
1787538329.813,full,ok,-1.0308,-1.0693,0.3427,0,-1.7617,-0.4547,0.0450,-1.7617,-0.4547,0.0450,-1.0308,-1.0693,0.3427,0,0.9550,,,,-1.4677,-0.2811,-0.0295,0.4690
1787538329.900,full,ok,-1.0308,-1.0693,0.3427,0,-2.2010,-0.1077,-0.1361,-2.2010,-0.1077,-0.1361,-1.6159,-0.5885,0.1033,0,1.5146,,,,-1.4675,-0.2807,-0.0331,0.2467
1787538330.055,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-2.1411,-0.1448,-0.1305,0.3573
1787538330.234,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-2.0488,-0.1342,-0.1265,0.3573
1787538330.311,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9909,-0.1259,-0.1281,0.3573
1787538330.519,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9678,-0.1208,-0.1313,0.3573
1787538330.626,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9530,-0.1169,-0.1315,0.3573
1787538330.765,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9470,-0.1152,-0.1322,0.3573
1787538330.918,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9436,-0.1143,-0.1328,0.3573
1787538331.136,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9419,-0.1138,-0.1329,0.3573
1787538331.219,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9413,-0.1136,-0.1328,0.3573
1787538331.421,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9408,-0.1135,-0.1329,0.3573
1787538331.588,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538331.807,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9404,-0.1134,-0.1329,0.3573
1787538332.041,full,ok,-1.6159,-0.5885,0.1033,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.6159,-0.5885,0.1033,0,0.5756,,,,-1.9404,-0.1134,-0.1329,0.3573
1787538332.128,full,ok,-1.6159,-0.5885,0.1033,0,2.2193,0.0966,3.0018,-2.2193,-0.0966,-0.1398,-1.9176,-0.3425,-0.0182,0,0.7785,,,,-1.9406,-0.1134,-0.1328,0.2398
1787538332.273,full,ok,-1.9176,-0.3425,-0.0182,0,-2.0555,-0.0802,-0.1337,-2.0555,-0.0802,-0.1337,-1.9176,-0.3425,-0.0182,0,0.2964,,,,-2.1596,-0.0718,-0.1289,0.3227
1787538332.421,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-2.1288,-0.0860,-0.1302,0.3573
1787538332.542,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-2.0251,-0.1206,-0.1294,0.3573
1787538332.691,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9823,-0.1212,-0.1298,0.3573
1787538332.757,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9819,-0.1213,-0.1298,0.3573
1787538332.940,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9519,-0.1165,-0.1317,0.3573
1787538333.043,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9461,-0.1150,-0.1323,0.3573
1787538333.190,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9435,-0.1142,-0.1325,0.3573
1787538333.367,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9421,-0.1138,-0.1327,0.3573
1787538333.439,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9413,-0.1136,-0.1328,0.3573
1787538333.557,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9411,-0.1135,-0.1328,0.3573
1787538333.743,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538333.906,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538334.041,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538334.102,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538334.237,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538334.353,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538334.502,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538334.601,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538334.752,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9225,-0.1452,-0.1277,-1.9225,-0.1452,-0.1277,-1.9176,-0.3425,-0.0182,0,0.1974,,,,-1.9407,-0.1134,-0.1328,0.3402
1787538334.884,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9282,-0.1385,-0.1299,0.3573
1787538335.033,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9363,-0.1192,-0.1310,0.3573
1787538335.104,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9391,-0.1146,-0.1324,0.3573
1787538335.237,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9399,-0.1137,-0.1327,0.3573
1787538335.354,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9404,-0.1134,-0.1328,0.3573
1787538335.447,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9405,-0.1134,-0.1328,0.3573
1787538335.588,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9406,-0.1134,-0.1328,0.3573
1787538335.755,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538335.970,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9406,-0.1134,-0.1328,0.3573
1787538336.201,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9406,-0.1134,-0.1328,0.3573
1787538336.347,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538336.494,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538336.657,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538336.825,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538336.934,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538337.010,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538337.120,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538337.278,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538337.515,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9406,-0.1134,-0.1328,0.3573
1787538337.692,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538337.794,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538337.976,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538338.183,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538338.428,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538338.571,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538338.733,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538338.989,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538339.148,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538339.405,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538339.501,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538339.653,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538339.830,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538339.996,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538340.167,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538340.344,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538340.522,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538340.702,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538340.855,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538341.016,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538341.253,full,ok,-1.9176,-0.3425,-0.0182,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9176,-0.3425,-0.0182,0,0.2303,,,,-1.9407,-0.1134,-0.1328,0.3573
1787538341.482,full,ok,-1.9176,-0.3425,-0.0182,0,-2.1601,-0.1191,-0.1322,-2.1601,-0.1191,-0.1322,-2.0389,-0.2308,-0.0752,0,0.3297,,,,-1.9407,-0.1134,-0.1328,0.2644
1787538341.730,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-2.1239,-0.0959,-0.1412,0.3573
1787538341.880,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-2.0201,-0.1225,-0.1290,0.3573
1787538342.068,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-1.9775,-0.1210,-0.1299,0.3573
1787538342.238,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-1.9569,-0.1177,-0.1312,0.3573
1787538342.391,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-1.9482,-0.1155,-0.1320,0.3573
1787538342.630,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-1.9441,-0.1144,-0.1324,0.3573
1787538342.738,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-1.9422,-0.1138,-0.1327,0.3573
1787538342.886,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-1.9415,-0.1136,-0.1328,0.3573
1787538343.123,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-1.9410,-0.1135,-0.1328,0.3573
1787538343.277,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-2.0389,-0.2308,-0.0752,0,0.1530,,,,-1.9409,-0.1134,-0.1328,0.3573
1787538343.531,full,ok,-2.0389,-0.2308,-0.0752,0,2.3213,1.0045,-2.9401,-2.3213,-1.0045,0.2015,-2.0389,-0.2308,-0.0752,0,0.8236,,,,-1.9408,-0.1134,-0.1328,0.6143
1787538343.675,full,ok,-2.0389,-0.2308,-0.0752,0,-1.9448,-0.8564,0.2428,-1.9448,-0.8564,0.2428,-1.9918,-0.5436,0.0838,0,0.6326,,,,-2.2993,-0.9144,0.2169,0.0920
1787538343.812,full,ok,-1.9918,-0.5436,0.0838,0,-2.6462,-1.9967,2.2881,-2.6462,-1.9967,2.2881,-2.3190,-1.2702,1.1859,0,1.5936,,,,-2.1706,-0.9672,0.2616,0.1648
1787538343.898,full,ok,-2.3190,-1.2702,1.1859,0,-2.3717,-1.2466,0.3082,-2.3717,-1.2466,0.3082,-2.3190,-1.2702,1.1859,0,0.0577,,,,-2.1706,-0.9672,0.2616,0.3680
1787538344.073,none,-,-2.3190,-1.2702,1.1859,0,,,,,,,-2.3190,-1.2702,1.1859,0,,,,,-2.5818,-2.2983,0.6054,-1.0000
1787538344.196,full,ok,-2.3190,-1.2702,1.1859,0,0.6537,1.8214,-2.1066,-0.6537,-1.8214,1.0350,-1.4863,-1.5458,1.1105,0,1.7542,,,,-2.5821,-2.3011,0.6049,0.2137
1787538344.346,single,ok,-1.4863,-1.5458,1.1105,0,-0.7813,-2.2065,1.0741,-0.7813,-2.2065,1.0741,-1.1338,-1.8761,1.0923,0,0.9662,,,,-0.9294,-2.1168,1.0741,-1.0000
1787538344.426,full,ok,-1.1338,-1.8761,1.0923,0,-1.9439,-0.8847,0.2355,-1.9439,-0.8847,0.2355,-1.5389,-1.3804,0.6639,0,1.2803,,,,-0.8988,-2.1658,1.0721,0.2032
1787538344.533,full,ok,-1.5389,-1.3804,0.6639,0,1.7697,0.7828,-2.9164,-1.7697,-0.7828,0.2252,-1.6543,-1.0816,0.4445,0,0.6407,,,,-1.9453,-1.3296,0.3757,0.2137
1787538344.632,full,ok,-1.6543,-1.0816,0.4445,0,0.6537,1.8214,-2.1066,-0.6537,-1.8214,1.0350,-1.1540,-1.4515,0.7397,0,1.2444,,,,-1.9068,-0.9782,0.1744,0.2137
1787538344.770,single,ok,-1.1540,-1.4515,0.7397,0,-1.3311,-1.6702,1.1883,-1.3311,-1.6702,1.1883,-1.2425,-1.5608,0.9640,0,0.2814,,,,-0.8399,-1.1255,1.1883,-1.0000
1787538344.863,full,ok,-1.2425,-1.5608,0.9640,0,1.4118,0.3598,-3.0962,-1.4118,-0.3598,0.0454,-1.2425,-1.5608,0.9640,0,1.2129,,,,-0.8400,-1.1299,1.1953,0.7504
1787538344.992,full,ok,-1.2425,-1.5608,0.9640,0,0.6537,1.8214,-2.1066,-0.6537,-1.8214,1.0350,-0.9481,-1.6911,0.9995,0,0.6439,,,,-1.1310,-0.3213,0.0574,0.2137
1787538345.126,none,-,-0.9481,-1.6911,0.9995,0,,,,,,,-0.9481,-1.6911,0.9995,0,,,,,-0.6171,-0.8259,1.1668,-1.0000
1787538345.275,full,ok,-0.9481,-1.6911,0.9995,0,1.7697,0.7828,-2.9164,-1.7697,-0.7828,0.2252,-1.3589,-1.2369,0.6123,0,1.2248,,,,-0.6147,-0.8248,1.1740,0.2137
